发达	1054
后面	1053
劳动者	1053
落后	1052
负责	1052
试验	1052
演员	1051
消灭	1051
不得	1051
失去	1050
以外	1047
品种	1047
土壤	1047
地上	1046
记者	1044
主义	1042
不足	1041
地面	1039
合作	1038
那时	1037
不久	1037
气体	1037
前进	1034
国民党	1034
主任	1033
主体	1032
不出	1032
相反	1031
一面	1030
表面	1030
距离	1030
附近	1029
联合	1028
多么	1028
溶液	1027
规模	1024
形势	1023
可见	1021
专门	1021
刺激	1021
审美	1021
刚才	1020
自身	1016
比赛	1016
作者	1015
积累	1014
最近	1012
各地	1008
多种	1007
方针	1007
结束	1005
意志	1005
手里	1004
突出	1004
表演	997
只好	997
命令	997
供应	997
显得	996
愿意	995
消费	995
责任	994
国内	993
医生	993
交换	993
不再	993
期间	992
最高	984
队伍	982
传播	982
飞机	982
想起	982
原理	981
追求	979
表达	979
颜色	975
各国	975
开发	973
项目	973
回家	971
外国	971
打开	971
不管	970
文章	970
相应	967
回去	965
西方	964
委员会	964
十二	963
兴趣	961
情感	958
充满	957
听说	957
批评	956
重点	954
整体	954
比如	954
政权	954
日子	952
依靠	951
及时	949
真的	947
决不	946
有利于	946
文字	945
是不是	945
哪里	943
不行	943
生产资料	943
工程	942
良好	939
却是	937
大大	936
德国	936
女儿	932
显著	932
代替	930
跟着	930
分钟	930
科学家	930
战略	928
肯定	927
原始	926
当前	926
人才	925
双方	924
同意	922
建筑	920
含有	919
下降	919
学者	918
究竟	917
热情	915
永远	913
普通	911
留下	909
消息	906
事件	904
推动	902
一会儿	900
真实	899
痛苦	899
加上	899
第一次	899
总结	897
巩固	895
竞争	892
个别	891
情形	891
舞台	887
治疗	886
先后	886
原料	885
为主	885
犯罪	885
也就是	884
丈夫	882
行政	882
银行	881
之外	880
便是	876
科技	874
坚决	873
社员	873
典型	872
父母	871
人体	871
大气	870
看出	870
一系列	869
交通	867
贯彻	866
之前	866
年轻	865
年龄	865
成熟	864
势力	862
数学	862
遇到	862
营养	859
成本	859
共产党	858
不够	857
简直	857
维持	856
专业	856
森林	856
批判	856
大会	856
一块	855
接触	855
轻轻	855
运输	854
将来	854
进来	854
改善	854
慢慢	853
财政	851
食物	851
兄弟	850
很少	850
安全	849
剥削	847
损失	846
团结	846
不大	846
到底	845
做到	844
人生	844
幸福	844
路线	842
毛主席	842
依据	841
难道	841
大概	841
指挥	841
上去	841
既然	839
蒋介石	839
听见	838
种子	837
一时	837
地主	836
上升	836
权力	835
转移	833
确实	833
不住	832
读者	832
十一	831
平等	830
自我	830
增强	830
玻璃	828
关心	828
的话	828
产量	827
生成	826
利润	825
欢迎	823
工资	823
接近	821
想象	821
防止	821
值得	820
否定	818
大部分	818
元素	816
停止	816
欣赏	816
导致	815
固定	815
宪法	815
反动	814
眼前	814
病人	814
另一方面	814
美丽	813
房子	812
休息	812
总之	812
避免	811
道理	811
海水	809
难以	809
最好	808
其次	808
公民	806
角度	804
渐渐	802
下午	801
石油	801
色彩	801
共产主义	800
外面	799
历史上	799
物理	798
电视	798
用于	798
关键	797
来自	796
生理	795
概括	795
队长	794
判断	793
自然界	793
总理	792
彻底	791
各级	791
考察	790
差异	788
戏曲	786
风格	785
如今	785
五十	784
危险	784
见到	782
抓住	781
差别	781
配合	781
种类	780
好像	779
体制	779
英雄	778
激动	778
召开	778
克服	777
占有	776
失败	776
呼吸	775
连续	775
心情	773
一眼	771
统计	770
身子	770
电话	770
生存	768
有所	768
明天	768
心理学	768
天气	767
不用	766
大约	765
报道	765
宇宙	763
东北	763
结论	762
今后	762
名字	762
日益	762
前提	761
销售	761
发动	760
成员	760
好好	760
补充	758
协调	758
主观	757
准确	756
完整	756
自觉	755
结婚	755
少数	755
真理	754
大陆	754
早已	754
学科	754
转变	754
未来	753
唯一	751
优秀	750
描写	749
经历	749
显示	746
进攻	745
从来	745
否则	744
戏剧	744
旁边	744
说过	743
列宁	742
昨天	742
医院	741
兴奋	741
死亡	741
当地	740
检验	739
成就	739
消耗	738
直线	738
奇怪	737
要素	736
上来	735
妻子	735
途径	735
趋势	731
哪儿	730
进去	730
正式	730
之下	729
劳动力	729
逻辑	727
业务	727
专家	725
国外	724
懂得	724
刚刚	723
演出	722
仔细	721
消失	721
货币	721
大多数	720
寻找	719
十五	718
完善	718
对方	717
四十	716
到处	716
学说	716
始终	716
积极性	716
多数	715
走进	715
改进	714
报纸	713
探索	711
一家	709
对立	709
亲自	707
生动	705
抽象	705
主人	704
给予	702
允许	702
财产	701
下列	701
个性	701
评价	701
全体	700
维护	700
义务	699
小说	699
适用	699
说法	698
爷爷	696
决心	696
如下	696
看法	695
有力	695
压迫	693
头上	693
离子	692
师傅	692
费用	691
倾向	690
标志	689
更为	688
记忆	687
用来	686
皇帝	686
带有	686
出口	686
继承	685
记载	685
资本家	685
疾病	684
各自	684
著作	684
争取	681
环节	681
那儿	681
冲突	680
和平	680
身边	680
动力	680
哥哥	678
谈话	676
层次	675
神经	675
记得	675
居民	675
内在	674
建议	674
此时	674
吃饭	672
从此	672
彼此	671
燃烧	670
电影	670
制约	670
恩格斯	670
辐射	669
太太	669
能源	669
使得	668
佛教	667
地下	667
压力	667
武器	666
反复	666
实施	666
阳光	666
不得不	666
包含	665
一带	665
一旦	664
一百	664
主席	664
高级	663
强度	662
具备	662
宣布	662
观测	661
脱离	661
担任	661
吸引	659
机制	659
基本上	659
爱情	658
发明	658
效率	657
侵略	656
心中	656
类似	656
不必	655
打击	654
已知	653
说道	653
鼓励	652
电路	651
分离	650
相似	650
人工	650
人民群众	650
合同	649
划分	649
只见	649
有机	648
至今	646
相等	643
有利	642
女子	642
多次	642
几十	642
主动	640
素质	640
展开	639
十九	638
至少	638
支配	638
产物	637
公里	636
周期	636
分解	636
石头	635
晶体	635
秩序	635
交流	634
移动	634
由此	634
经济效益	634
厂长	633
贵族	633
早就	632
若干	632
理由	632
局面	631
指示	630
言语	629
过渡	629
头发	629
不愿	628
季节	628
主题	628
上帝	628
走向	627
武装	627
工人阶级	627
方便	626
答应	626
来源	625
优势	624
各项	624
熟悉	624
多年	623
后者	623
天津	622
当作	622
遭到	622
集团	621
当年	621
紧紧	621
思考	620
男女	619
门口	619
指标	619
规则	619
中国共产党	619
文明	618
暂时	618
北方	618
双手	617
十年	617
轨道	615
卫生	613
传来	613
毕业	612
不肯	611
做好	611
向前	611
更是	611
讲话	610
并非	610
最初	610
广州	609
加入	609
善于	608
含量	608
怎么样	608
估计	607
初期	606
不如	606
可以说	606
大力	605
劳动人民	605
对待	604
铁路	604
需求	601
正如	600
组合	599
液体	598
批准	598
近代	597
微笑	596
差不多	596
出版	595
房间	593
不错	593
特性	593
强大	593
果然	591
区域	591
厘米	591
交给	591
起义	590
职业	590
这时候	589
合成	588
大型	588
十八	588
男子	588
符号	587
促使	586
屋里	586
方案	585
生产关系	585
忘记	584
记录	582
顺利	582
知识分子	582
不变	581
那末	581
振动	581
两者	581
印象	581
决策	580
脑袋	580
秘密	580
牺牲	580
例子	580
白色	580
事实上	580
行业	579
路上	579
反而	578
奶奶	578
垂直	577
以便	577
流通	577
购买	576
分裂	576
器官	576
前后	576
氧气	576
学会	575
资本	575
监督	575
沿着	574
干什么	574
走出	573
皮肤	572
变为	570
一半	569
南京	569
目光	569
自动	568
初步	568
远远	567
纷纷	567
天空	566
特定	566
工作者	566
台湾	565
公社	565
那位	564
揭示	564
极其	563
大队	563
到达	563
服从	563
规范	562
有可能	562
同志们	562
投入	560
企图	560
大声	560
不能不	559
公开	558
不想	558
红军	557
民间	557
那天	557
车间	557
凡是	556
感染	556
体育	556
满意	555
开放	555
无数	555
一下子	555
命运	554
最终	554
香港	554
位于	554
激烈	553
小组	552
做出	552
沉重	551
无限	551
跑到	551
测量	551
智力	550
通知	550
提到	550
外部	549
怀疑	549
怎么办	549
贸易	548
才是	547
头脑	547
缺少	546
外界	546
测定	545
博士	545
哪些	545
婚姻	545
模式	544
六十	543
制成	543
小学	543
四人帮	543
手中	542
保存	542
印度	542
练习	542
一会	541
动机	541
极为	539
再也	538
长江	538
不怕	538
全身	538
看作	536
严肃	536
体积	536
最多	536
定律	535
鼻子	535
引导	535
之所以	535
绿色	534
体内	534
物资	534
再说	534
纪律	534
不论	534
非洲	534
办公室	534
鲜明	533
为此	533
二氧化碳	533
画家	532
早期	532
公元	532
写出	532
商品经济	532
奴隶	531
密度	531
或是	531
间接	531
上级	531
的确	531
爆发	531
毫无	530
班长	529
红色	529
中国人	529
自已	528
而已	528
情节	527
热烈	527
抑制	527
漂亮	526
意味	526
意大利	526
叔叔	525
一句话	525
放下	524
男人	524
把握	524
得出	524
校长	524
小姐	523
内心	523
作战	523
小伙子	523
一套	522
溶解	521
仅仅	521
发射	521
说完	521
反射	521
描述	520
平时	520
问道	520
照片	519
排列	519
中学	519
异常	518
分散	517
消费者	517
三角形	517
相比	516
涉及	516
程序	516
阶级斗争	516
拿出	515
走去	515
是的	515
国务院	515
电阻	514
整理	514
分类	514
故意	514
仪器	514
形状	514
一番	514
上午	513
时刻	513
不清	512
角色	512
操作	512
蛋白质	512
产业	511
保障	510
鲁迅	510
锻炼	509
原有	509
消除	509
有限	509
绘画	508
从前	508
语音	508
流动	508
享受	508
各方面	508
前者	507
生气	507
俄国	507
运动员	507
恐怕	506
耳朵	506
回头	506
天下	506
经理	505
深深	505
调动	505
规划	504
党委	504
增大	504
单纯	503
热量	503
面对	502
承担	502
打破	501
其余	501
气温	500
供给	500
读书	499
繁殖	499
联想	498
体验	496
露出	496
污染	496
缺点	496
品质	496
床上	495
常见	495
平原	495
遗传	495
春天	494
加快	493
毕竟	493
成长	493
据说	493
国王	493
假如	492
重复	492
不良	491
放心	491
大批	491
保留	491
眼泪	491
艺术家	491
每次	490
第四	490
黑暗	490
流行	490
之类	489
尚未	489
常用	489
水分	489
神秘	489
近年来	489
剩下	488
姐姐	488
一生	487
面貌	487
加速	487
统治阶级	487
都会	486
推广	486
不说	486
人数	485
搞好	485
悄悄	485
传说	485
节奏	485
障碍	484
局部	484
偶然	484
拥有	484
转身	484
见过	483
不易	483
似地	482
一对	482
自然科学	482
呈现	481
作风	481
抗日	481
设立	481
总统	481
火车	480
客人	480
尾巴	479
对比	479
变动	478
子女	478
十三	478
美元	477
处在	477
威胁	477
大致	477
十七	476
平行	476
精神文明	476
天然	475
农产品	475
西北	474
构造	474
广东	474
语法	473
南方	473
夏季	473
眼光	473
拒绝	473
所在	472
信仰	471
加热	471
送到	470
也就是说	470
现有	469
水中	469
算是	469
气氛	469
基督教	469
财富	468
参与	468
心灵	467
肌肉	467
十六	467
学术	466
访问	466
嘴里	466
遵守	465
早晨	465
提倡	465
大门	465
上下	465
富有	465
站起来	465
愿望	464
可怜	464
文件	463
十几	463
诗人	463
适合	463
照顾	463
担心	462
走上	462
以至	462
绝不	462
昆虫	460
比重	459
电压	459
工艺	459
不停	459
突破	458
转动	458
节约	458
感受	458
尊重	458
负担	458
循环	458
公路	458
探讨	457
正好	457
依然	457
固体	457
职能	457
屋子	457
谈到	457
汉语	457
化合物	457
地理	456
少年	456
临时	456
不对	456
社会主义建设	456
同情	455
坐下	455
定义	455
题材	454
科研	454
连忙	454
愉快	454
拿起	454
青少年	454
变革	453
奋斗	453
肚子	452
棉花	452
参观	452
哪个	452
团体	451
活跃	451
摆脱	451
感动	451
伸出	450
白天	450
大夫	450
公式	450
详细	449
居住	449
数字	448
表情	448
自从	448
传递	448
地点	447
优良	446
广阔	446
足以	446
得了	445
媳妇	445
试管	445
灵魂	444
说出	444
美好	444
打算	444
国营	444
随时	443
数目	443
升高	443
他人	442
冬季	442
细菌	442
核心	442
引进	442
特色	442
智慧	442
小孩	442
紧密	442
商店	441
幼虫	440
水里	439
建国	439
症状	439
粒子	438
根据地	438
食品	437
增多	437
好处	437
消极	437
装置	436
商量	436
空中	436
句子	435
远处	435
情景	435
水面	435
随便	435
模型	435
进口	435
好几	435
信号	434
基地	434
再次	434
主导	433
放出	433
工程师	433
首都	432
平静	432
开会	431
等待	431
组成部分	431
进化	430
大都	429
生殖	429
立场	429
浓度	429
说到	429
群体	429
血液	429
实验室	429
公有制	429
禁止	428
药物	428
技巧	427
灵活	427
反抗	427
创造性	427
选举	426
灯光	426
计算机	426
消化	425
持续	425
半天	425
分工	424
亚洲	424
设想	424
那时候	424
医学	423
大伙	423
作业	423
艰苦	422
建成	422
不安	422
不禁	421
连接	421
急忙	421
党员	421
有一次	420
年前	419
尽量	419
违反	419
对着	418
法制	418
缓慢	418
象是	418
弟弟	418
针对	418
收到	417
新鲜	417
频率	417
危机	417
采访	417
草原	416
主持	416
危害	416
举办	416
取消	415
画面	415
保卫	414
封建社会	414
释放	413
害怕	413
可惜	413
四周	413
少量	413
缘故	413
队员	413
部位	413
宏观	413
公共	413
独特	413
范畴	412
不幸	412
占领	412
七十	412
无疑	412
发扬	412
渗透	412
相当于	412
便于	411
今日	411
妹妹	411
相关	411
有一天	411
适宜	410
收购	410
不准	409
厉害	409
反革命	409
夫人	408
勇敢	408
聪明	408
忽视	408
南部	408
可能性	408
之内	407
应有	407
回忆	407
更新	407
微微	407
本人	406
面临	406
得以	406
预测	406
名称	406
地形	406
家伙	406
大规模	406
社会主义社会	406
将军	405
河流	405
效应	405
幻想	405
顾客	405
议论	405
山东	405
树立	404
贷款	404
燃料	404
特有	404
千万	404
予以	404
四川	404
不一定	404
社会主义制度	404
诞生	403
大地	403
分化	403
描绘	403
光荣	403
案件	403
看看	403
繁荣	402
总体	402
推行	401
抗战	401
穿过	401
实质	400
一口	400
运行	400
长大	400
一道	400
活泼	400
亲切	400
大学生	400
少数民族	400
劳动生产率	400
进展	399
光线	399
激发	399
家乡	399
沿海	399
既是	398
背后	398
不利	398
黑色	397
热闹	397
损害	397
天体	396
证实	396
蒸发	396
树木	396
固然	396
美术	396
放弃	395
之上	395
氏族	394
性能	394
理性	394
工业生产	394
八十	393
温暖	393
包围	393
所有制	393
底下	392
当代	392
周恩来	392
节目	391
桌上	391
团长	391
人群	390
飞行	390
赶紧	390
基因	390
大多	389
桌子	389
动员	389
研制	389
教会	389
落实	389
朝鲜	388
二者	388
晓得	388
一代	388
局长	388
有趣	388
否认	388
反正	387
地图	387
孤立	387
不满	386
那边	386
穿着	386
物价	386
心脏	385
房屋	385
攻击	384
塑造	384
全世界	384
精力	383
完了	383
象征	382
赶快	382
开辟	382
论述	382
世界观	382
较为	381
垄断	381
小麦	381
年纪	381
做法	381
交际	381
巴黎	380
优点	380
过多	380
脸色	380
十四	380
相互作用	380
共有	379
公斤	379
基金	379
着重	378
海上	378
看成	378
山区	378
这就是说	378
制订	377
界限	377
钢铁	377
东方	377
大脑	377
情报	377
硫酸	377
干涉	377
均匀	376
反之	376
什么样	376
职务	375
罗马	375
玉米	375
会上	375
叙述	375
纠正	375
三中全会	375
确立	374
可爱	374
山上	374
冬天	374
教训	374
党中央	374
取出	373
合适	373
可靠	373
脖子	373
国民	373
招呼	373
资本主义社会	373
老头	372
围绕	372
家长	372
动手	371
大海	371
爱国	371
区分	371
主意	371
想法	371
见面	371
早在	371
分成	370
战胜	370
二百	370
等到	370
右手	370
人人	370
写作	370
工作人员	370
老婆	369
单独	369
买卖	368
南北	368
热爱	368
步骤	367
古老	367
门外	367
前途	367
修改	367
抬起	367
领导者	367
课题	366
地质	366
军阀	366
对外	366
为止	366
混合	366
夫妻	366
本领	366
线段	366
社会学	366
高低	365
协作	365
浑身	364
条例	364
碰到	364
浪费	364
数据	364
不然	363
基层	363
限度	363
祖先	363
背景	363
评论	363
天上	362
考试	362
丧失	362
手术	362
高温	361
暴露	361
蔬菜	361
意外	361
发行	360
服装	360
对应	360
爆炸	360
安慰	359
湖南	359
向上	359
防治	358
办事	358
随后	358
中的	358
紧急	357
出于	357
长度	357
取决于	357
辩证	356
众多	356
夜里	356
号召	356
缩小	356
鱼类	356
定理	356
氧化	355
一律	355
定额	355
清晰	355
院子	354
高大	354
黄河	354
如同	354
海面	354
力学	354
倒是	354
尖锐	354
天地	354
恒星	354
一口气	354
布置	353
临床	353
可怕	353
快乐	353
技能	353
私人	353
只得	353
找出	352
领袖	352
依赖	352
一身	352
假设	352
崇拜	351
我军	351
启发	351
作物	351
以致	351
请求	350
能否	350
卫星	350
着急	350
这回	350
老爷	349
岗位	349
干扰	349
分开	349
翻译	349
签订	349
脑子	349
共产党员	349
交往	348
西南	348
干燥	348
起源	348
大娘	348
社会化	348
固定资产	348
词汇	347
手法	347
场面	347
警察	347
即可	347
遭受	347
部长	347
种植	347
支援	347
光辉	347
睡觉	347
仪式	346
决议	346
阻碍	346
立法	346
点头	346
开口	346
大胆	346
后果	346
工农业	346
商人	345
健全	345
顿时	345
预备	345
高原	345
制作	345
基本建设	345
人格	344
预防	344
连长	344
西部	344
在内	344
指导员	344
合作社	344
经济体制	344
见解	343
果实	343
送给	343
纤维	343
沉默	343
和谐	343
走过	343
设置	342
正当	342
属性	342
嘴唇	342
命题	342
尽可能	342
模糊	341
课程	341
夏天	341
罢了	341
北部	341
收集	341
波动	341
掏出	341
女性	341
每人	341
最为	341
阅读	341
中华人民共和国	341
口号	340
一千	340
地带	340
城里	339
干净	339
收缩	339
坚定	339
深处	339
岩石	338
不许	338
延长	337
旋转	337
一方	337
接过	337
夜晚	336
负责人	336
爱人	335
论文	335
大于	334
大事	334
接到	334
饲料	334
进程	334
离不开	334
由此可见	334
未能	333
黄色	333
政党	333
扩张	333
设施	333
养成	332
灌溉	332
优美	332
觉悟	332
整顿	332
令人	332
统治者	332
手指	331
不顾	331
一头	331
年间	331
平常	331
方程	331
客体	331
视为	330
海底	330
排斥	330
陷入	330
资格	330
减轻	330
居然	330
揭露	329
星期	329
譬如	329
过分	329
转换	329
镇压	328
以往	328
条约	328
分泌	328
率领	328
太平洋	328
平面	327
对称	327
编制	327
混乱	327
信心	327
默默	327
只不过	327
按劳分配	327
听得	326
不应	326
争论	326
曲线	326
任意	326
体会	326
是以	326
夺取	326
深度	326
转向	325
人间	325
遵循	325
本市	324
思索	324
登记	324
马路	324
蓝色	324
带领	324
多方面	324
理论上	324
物理学	324
足够	323
活力	323
院长	323
阵地	323
